,강의아이디,유저아이디,강의만족도,학습량,난이도,강의력,성취감,강의평
732,198,jellyy,5,1,1,5,4,Professor is very extraverted and every student is involved into class. He's a little bit strict about evaluating essays but you will get really useful feedback. Also there is very cozy atmosphere in class because professor makes a lot of jokes and you will never get bored. Recommend)
733,198,126,5,3,2,5,3,저번 학기에 이어서 글렌 교수님 아잉을 수강했는데 확실히 에세이만 지킬거 잘 지켜서 쓰면 성적 괜찮게 나옵니다. 다른 분반보단 자잘하게 할게 많고 매수업 짝과 토론 내지는 회화를 하기 때문에 귀찮을 수는 있지만 의미있는 활동이라고 생각합니다.
734,198,빅뱅참치,4,4,2,5,4,"교수님이 참 친절하십니다. 1학기 때 다른 교수님을 들었었는데, 그 교수님에 비해 수업이 훨씬 체계적이고 발음이 잘 들린다는 장점이 있었습니다. 그리고 짝과 같이 말하는 일이 많기 때문에 겹강을 할 친구가 있다면 같이 가는 것을 추천합니다. 학점은 잘 주시지는 않는 것 같지만 1학기 때 들었던 교수님과 같은 학점을 받았기에 큰 불만은 없습니다.

수업과는 별개로 메일을 보내면 정말 친절하게 답장해주십니다."
735,198,수진이동생,4,3,4,4,4,얻어가는 건 정말 많지만... 열심히 하지 않으신다면 좋은 학점은 기대하기 어려운 강의입니다. 하지만 교수님께서 수업을 굉장히 체계적으로 잘 진행하셔서 수업 가기 싫었던 적은 거의 없었던 것 같아요 !
736,198,여유1652,4,4,3,5,4,"강의력이 굉장히 좋으십니다. 발음도 명확하시고 말도 빠르지 않아 듣고 이해하는데 문제가 없었습니다. 조별로 같이 토론하고 문제를 해결하는 수업 방식을 선호하십니다. 강의 자료에서 배우는 주요 단어들은 시험 범위에 해당하므로 숙지해둘 필요가 있습니다. 다만 이 강의는 시험보다도 에세이와 발표 과제가 더욱 중요합니다. 에세이 작성 시에는 내용은 물론 작성 형식(APA 등)을 엄격히 지켜야 좋은 점수를 받을 수 있습니다. 발표 시에는 억양, 목소리, 제스처 등 발표 태도가 매우 중요한 평가 요소로서 작용합니다. 이러한 점들은 잘 지키기만 한다면 높은 성적을 얻을 수 있습니다."
737,198,휘슈,4,3,2,4,3,"글렌 교수님은 speaking이 매우 중요하다!!

파트너와 말하는 시간을 거의 매 수업마다 주심. 영어로 이야기하는 것에 꽤나 엄격하신 편
물론 주제는 이것저것 자유주제라 부담되지는 않는다

아잉답게 시키는 것도 자잘하게 많은 편(물론 이건 아잉의 특징이니 글렌 교수님만 이런 것도 아니다.)

자유주제 에세이
중간+ 기말(각각 단어테스트)
팀 프로젝트 ppt 발표

학점도 열심히 하면 잘 주심. 아잉은 교바교가 자정진만큼은 심하지 않아서 분반에 맞게 시간에 맞게 이수하시길."
738,198,rkdms,5,3,3,5,3,1학기 때 학점을 잘 안 주시기로 소문난 분이셔서… 학점을 버리고 시간표를 얻겠다! 라는 마음가짐으로 수강했는데 기대이상의 학점을 받았습니다. 칼절평은 아닌 것 같아요. 발음도 정말 좋으시고 친절하셔서 영어를 잘 못하는데도 듣는 데 아무 어려움이 없었습니다. 거의 매 시간 짝과 함께 토론을 하기 때문에 겹강을 구하는 걸 추천드립니다! 성적은 단어시험 두번 + 에세이 + 팀플발표 로 산출됐습니다.
739,198,didqkr,3,4,3,4,4,"교수님이 항상 수업을 열심히 준비해오시고 열정적으로 임하시는 것 같습니다! 그리고 학생들 이름과 얼굴을 외워서 불러주시는 것도 좋았습니다! 그런데 1학점인 것에 비해 과제가 많고, 학점도 잘 주시진 않는 것 같아 아쉬웠습니다."
740,199,꿀강러아니고명강러,4,4,3,4,4,"단점
- 다른 아잉 분반에 비해 상대적으로 과제가 많음. 구글폼을 진짜 많이 써서 냄. 일주일에 한 번 이상 내는 듯.
- 과제 하나 하나가 성적 반영 요소여서 꼼꼼히 신경 써야 함.
- 에세이 채점 기준이 조금 엄격하신 것 같음.

장점
- 계획하신 일정을 미리미리 알려주셔서 좋았음. 과제가 많은 대신 미리 알려주고 알아서 분배를 할 수 있게 해주신 느낌.
- 채점 요소를 세세하게 정리해서 미리 알려주심. 그거에 맞춰서 과제 준비하면 감점을 최소화할 수 있는 듯.
- 교수님께서 아주 나이스하심. 학생들 과제 진척도나 피드백에 있어서 상당히 꼼꼼하게 살펴주심. 특히, 발표 과제에서 학생들을 많이 배려해주셨다고 느낌. 
- 종강이 빠름. 

아쉬운점
- 발표 과제나 에세이 과제가 시험 기간이랑 바로 겹쳐서 준비하는 데 좀 힘들었음. 다른 아잉 분반에 비해 상대적으로 종강이 빠르긴 했으나, 과제를 미리 준비하지 않았다면 좋은 성적을 못 받았을 것. 1학기에도 이러셨던 것 같은데 아마 교수님 스타일이신 듯.


* 거의 매시간 조별로 간단한 토의를 하는데 영어 말하기에 도움 됨. 영어 말하기 실력 조금이라도 높이고 싶다면 추천!

** 1학기 멈포드 교수님 아잉 들었다면 2학기가 훨씬 수월함. 사용하는 course material 다 그대로라 체감 난이도 확 낮아짐."
741,199,xmffn,4,4,3,3,3,"중간 영어 발표, 기말 에세이 과제있습니다. 중간중간에 구글폼 과제가 많습니다ㅠㅠ  성적은 에이가 최대라고 생각하시면 마음 편합니다ㅋㅋㅋ"
742,199,지지지앙,5,3,2,3,5,"2학기에는 그룹 발표로 중간, 에세이로 기말 평가하셨습니다. 수업시간에 크게 참여하지 않았는데도 중간 기말 꼼꼼히 하면 점수 잘 주신 것 같습니다."
743,199,햇찌,3,4,4,4,3,"그냥 제가 영어를 못해서 학점을 낮게 받은 것 같네요.. 그래도 열심히 하려고 노력했는데 기대 이하였습니다. 에이는 주셔도 에이쁠은 잘 안 주시는 거 같아요. 교수님은 착하시지만, 구글 폼 과제가 너무 많아 힘들었습니다. 개인적으로 아잉으로 영어가 더 싫어진 거 같습니다. 영어 말하기 능력 향상에 별로 도움이 되지 않고 그냥 영어가 더 싫어졌어요."
744,199,Gugugu,4,4,3,4,3,"강의력은 나쁘지 않은 것 같지만, 학점은 기대 이하였습니다.
매 수업마다 작성해야 하는 구글폼이 있었는데, 문항 수가 많아서 생각보다 귀찮았습니다.. 
다른 아잉 분반에 비해 학습량은 많은 축에 속하는 것 같습니다."
745,199,yca123,4,2,3,4,2,"1학년 공통 영어 수업입니다. 2학기를 맞아 조 발표와 에세이로 평가하면서 수업 중에는 각 시험을 위한 준비 과정을 가집니다. 수업 중 구글 폼과 여러 그룹 활동은 Mumford 교수님의 특징입니다. 그래서, 조 발표를 준비하기 위해서라면, 요즘 사회에서 각광받는 이슈는 무엇인지를 그룹 활동을 통해 논의하고 그 결과를 구글 폼으로 작성해 제출하는 것이 하나의 수업입니다. (약간의 변동이 있을 수 있습니다.) 

  저는 조 발표와 에세이 모두 무난하게 끝내 A를 받았습니다. 수업 중간중간 발표가 A+의 길이라고 생각되는 만큼, 주어진 일만 잘 끝내기 보다는 약간의 발표를 섞어주신다면 여러분은 A+를 받을 수 있으리라 믿습니다. 그럼 아잉 1의 경험을 바탕으로 무난하게 잘 수강하시기 바랍니다. :)"
746,199,JHMAGIC,5,4,2,4,3,"멈포드 교수님은 아잉1에서와 같이 구글폼 작성을 엄청 좋아하십니다. 거의 매 수업마다 구글폼을 작성해야 하기 때문에 좀 버겁긴 하지만, 그 퀄리티는 크게 중요하지 않습니다. 그리고 휴강을 하는 날에는 구글폼 개인 과제를 내주십니다. 중간 대체 과제는 팀플 발표입니다. 학생들과 연관되어 있는 사회 문제를 주제로 발표를 합니다. 이때 교수님께서 대본을 보지 않고 암기해서 발표하시는 것을 추구합니다. 기말 대체 과제는 개인 에세이입니다. 에세이 주제는 중간 대체 과제로 진행한 발표 중 자신이 속한 조가 아닌 다른 조의 주제 중 하나를 선택해야 합니다. 
중간/기말 대체과제를 어느정도 잘 수행했다면 수업 시간에 발표 여부가 A0와 A+을 가린다고 볼 수 있습니다. 발표를 하지 않는다면 A+은 받기 어려울 수 있습니다."
747,199,밥이,4,3,3,5,3,구글폼 과제가 자주 있는데요.. 1학점 수업이라기엔 양이 만만치 않아 꽤 귀찮습니다 ㅠ 학점도 짜요
748,199,고려10,5,2,3,4,4,"요구하시는 게 많지만, 출석도 융통성 있게 하시고 좋은 교수님이십니다! 추천드립니다!! 조금 깐깐하시지만, 평가 기준을 만족하기만 하면 정말 좋은 성적 주십니다."
749,199,후이,3,4,5,3,3,학점 잘 안주십니다. 일 학기에 배운 내용과 달라진 점이 없어요. 적당히 하고 적당한 학점 받을 수 있어요.
750,200,snoopy05,3,4,3,5,3,"dara 교수님은 너무나 친절하시고 학생들 사정을 정말 잘 배려해주십니다. 그리고 딕션!이 좋으시고 천천히 말하셔서 영어가 잘 들립니다. 에세이 제출기한을 다른 시험이 겹친다고 많이 미뤄주시고(천사), 수업, 점수관련 이메일 문의를 드리면 정말 자세히 답해 주십니다. 
출석도 몇 번의 지각 및 결석은 허용해주십니다.

에세이 작성/영단어 관련 퀴즈 및 forum/ 그리고 마지막으로 영화 제작&프리젠테이션(조별)이 있는데.. 이 마지막 때문에 수업 추천을 못하겠습니다. 1학점 주제에 시키는게,, 많습니다. 이 마지막 때문에 다른 모든 장점이 희석되는 것이..그저 안타까울 따름입니다."
751,200,Fe,4,4,4,4,3,교수님 친절하시고 비교적 발음이 잘 들리는 편입니다. 학점이 달다고 해서 들었는데 과제마다 감점이 조금 많았어서 그렇게 학점 잘 주시는지는 모르겠어요. 하지만 과제 열심히 하고 출석 잘 하면 그에 맞게 학점 주시니 나쁘지 않은 것 같아용
752,200,노지호,3,5,4,3,2,1학점 수업이라는것을 고려했을때 학습량이 지나치게 많다는 생각을 하게 되는 수업입니다. 높은 점수를 받고 싶으면 데드라인을 잘 지키고 에세이에 모르는 부분을 적극적으로 질문하라는 조언을 하고 싶습니다.
753,200,강아지키우고싶다,4,3,4,3,2,"에세이 + 조별 발표 (영상, PPT 만들어야 함) + 자잘자잘한 과제 + 단어 시험이어서 꿀강이랑은 거리가 멀어요. Dara 교수님 하나도 안 달아.. 그래도 교수님 유쾌하시고 수업 시간 50분 딱 맞춰서 끝내십니다! 또 학생들 편의도 엄청 봐주세요. 중간고사 기간에 에세이 마감 기한 늘려주신 건 감동이었습니다. 열심히 하면 학점은 잘 받긴할거에요 하지만 힘듭니다ㅜㅜ"
754,200,집가서자고싶다,4,4,5,4,3,"모든 아잉에 공통되는 특성이기는 하지만, 1학점임에도 불구하고 요구하는 것들이 상당히 많습니다. 에세이와 단어 시험, 영화 제작 및 프레젠테이션까지 신경 써야 할 과제가 많아 좀 귀찮습니다. 하지만 교수님께서는 상당히 친철하시고 과제를 어떠한 방식으로 진행해야 하는지 꼼꼼하게 알려주셔서 그나마 부담 없이 진행할 수 있었습니다. 제 기준으로는 열심히 수업에 참여하셨다면 학점도 잘 주시는 것 같기에 추천드리고 싶습니다."
755,200,산정상,2,4,3,2,2,"1학점 중 최악의 강의,,무조건 실베스터 교수님 들으세요 여러분
솔직히 시키는 것도 많고 특히 에세이 부분에 대해서 너무나도 주관적인 기준ㅡㅡ
그리고 가장 큰 문제점은 가끔씩 담배 냄새가 난다는 것,,,최악"
756,200,달수근,4,2,2,4,3,다라 교수님은 영어로 말하는 걸 어려워 해도 괜찮다고 해주시는 진짜 착한 교수님입니다. 영어로 말하는 데에서는 크게 점수를 깎지 않으시지만 에세이나 글쓰기 등 쓰는 데에서는 기준이 매우 엄격하셔서 생각보다 많이 점수를 깎습니다. 그래도 중간 기말 부담없고 수업분위기도 좋아 추천합니다.
757,201,kupa22,4,4,3,3,3,"1학기 때 들었던 교수님과는 달리 발음이 명확하셔서 강의를 알아듣는 데에는 무리가 없었습니다. 또한, 과제나 시험과 같은 일정을 미리미리 알려주셔서 일찍 준비를 시작할 수 있어서 좋았습니다. 다만 아쉬운 점이 있다면 학기말에 영상 제출 과제와 더불어 발표 과제가 있었는데, 이 부분이 시험 기간과 겹쳐 조금 힘들었습니다."
758,201,anvi,4,3,4,5,3,"교수님께서 시키는 것도 많고 학점도 짜게 주신다길래 걱정을 좀 하고 강의를 듣기 시작했습니다. 하지만 자잘자잘한 과제가 많은 것도 아니었고 결과적으로 학점도 그닥 짜게 주시는 게 아닌 것 같다고 느꼈습니다. 물론 발표에 영화 제작 및 상영(영화라고는 하지만 그냥 허접한 5분 가량의 ucc..라고 보시면 됩니다), 그리고 에세이에 단어 예문 작성 시험까지 약간 할 게 많다고 느껴질 순 있는데 2학기 아잉 수업이 원래 발표랑 에세이랑 단어 시험이 거의 기본이라 그다지 억울하거나 그러진 않았습니다.
무엇보다 교수님의 강의력이 좋고 너무 유머러스하셔서 항상 수업시간이 정말 짧게 느껴졌습니다. 안 그래도 50분으로 매우 짧은데 말이죠..! 에세이도 뭔가 세세한 부분이나 내용의 구성보다는 인용이나 기본적인 문법 같은 베이직한 것만 채점하셔서 개인적으로는 작성하기가 쉬웠습니다. 물론 그 부분을 틀리면 점수가 팍팍 깎일 순 있는데 음 꼼꼼히 확인하시면 됩니다..! 무슨 과제든 기본 이상으로 하시고 교수님께서 지키라고 하신 것만 잘 지키면 노력한 만큼의 학점 나오는 것 같습니다!"
